Id,tipo_moradia,localizacao,andares,nota_casa,ano_contrucao,preco,banheiros_tirar,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote
1468,Densidade Residencial Baixa,Gilbert,2,5,1998,175110.956519547,3,2.0,1,3.0,1465,8402
1469,Densidade Residencial Baixa,Gilbert,1,5,1990,162011.698831665,2,2.0,1,3.0,1341,10176
1470,Densidade Residencial Baixa,NAmes,1,5,1970,160726.247831419,2,2.0,1,2.0,882,8400
1471,Densidade Residencial Alta,NAmes,1,5,1999,157933.279456005,2,2.0,1,3.0,1337,5858
1472,Densidade Residencial Média,Briardale,2,5,1971,145291.245020389,2,1.0,1,2.0,987,1680
1473,Densidade Residencial Média,Briardale,2,5,1971,159672.017631819,3,1.0,1,2.0,1092,1680
1474,Densidade Residencial Baixa,Northpark Villa,2,6,1975,164167.518301885,3,2.0,1,3.0,1456,2280
1475,Densidade Residencial Baixa,Northpark Villa,1,6,1975,150891.638244053,2,1.0,1,1.0,836,2280
1476,Densidade Residencial Baixa,Northridge Heights,2,5,2009,179460.96518734,3,3.0,1,3.0,2334,12858
1477,Densidade Residencial Baixa,Northridge Heights,1,5,2009,185034.62891405,3,3.0,1,2.0,1544,12883
1478,Densidade Residencial Baixa,Northridge Heights,1,5,2005,182352.192644656,3,3.0,1,2.0,1698,11520
1479,Densidade Residencial Baixa,Northridge Heights,1,5,2005,183053.458213802,3,3.0,1,2.0,1822,14122
1480,Densidade Residencial Baixa,Northridge Heights,1,5,2003,187823.339254278,3,3.0,1,4.0,2696,14300
1481,Densidade Residencial Baixa,Northridge Heights,2,5,2002,186544.114327568,3,3.0,1,4.0,2250,13650
1482,Densidade Residencial Baixa,Northridge Heights,1,5,2006,158230.77520516,2,2.0,1,2.0,1370,7132
1483,Densidade Residencial Baixa,Gilbert,1,5,2005,190552.829321091,3,2.0,1,2.0,1324,18494
1484,Densidade Residencial Baixa,Bloomington Heights,1,5,2006,147183.67487199,2,2.0,1,2.0,1145,3203
1485,Densidade Residencial Baixa,Gilbert,2,5,2004,185855.300905493,3,2.0,1,4.0,1374,13300
1486,Densidade Residencial Baixa,Gilbert,2,5,2004,174350.470676986,3,2.0,1,3.0,1733,8577
1487,Densidade Residencial Baixa,Northridge,2,5,1998,201740.620690863,4,3.0,1,3.0,2475,17433
1488,Densidade Residencial Baixa,Somerset,1,5,2005,162986.378895754,2,3.0,1,2.0,1595,8987
1489,Área Residencial de Vilas Flutuantes,Somerset,1,5,2009,162330.199085679,2,2.0,1,2.0,1218,9215
1490,Área Residencial de Vilas Flutuantes,Somerset,1,5,2005,165845.938616539,2,2.0,1,3.0,1468,10440
1491,Densidade Residencial Baixa,Sawyer West,2,5,2004,180929.622876974,3,2.0,1,3.0,1659,11920
1492,Densidade Residencial Alta,Sawyer West,1,5,1920,163481.501519718,2,1.0,1,1.0,1012,9800
1493,Densidade Residencial Baixa,Sawyer,1,6,1974,187798.076714233,3,2.0,1,3.0,1494,15410
1494,Densidade Residencial Baixa,Northridge,2,5,1993,198822.198942566,4,3.0,1,4.0,2349,13143
1495,Densidade Residencial Baixa,Northridge,2,5,1992,194868.409899858,4,3.0,1,4.0,2225,11134
1496,Área Residencial de Vilas Flutuantes,Somerset,1,5,2004,152605.298564403,2,2.0,1,3.0,1488,4835
1497,Área Residencial de Vilas Flutuantes,Somerset,2,5,2004,147797.702836811,2,2.0,1,3.0,1680,3515
1498,Área Residencial de Vilas Flutuantes,Somerset,2,5,2004,150521.96899297,2,2.0,1,3.0,1200,3215
1499,Área Residencial de Vilas Flutuantes,Somerset,2,5,2004,146991.630153739,2,2.0,1,4.0,1200,2544
1500,Área Residencial de Vilas Flutuantes,Somerset,2,5,2005,150306.307814534,2,2.0,1,4.0,1236,2544
1501,Área Residencial de Vilas Flutuantes,Somerset,2,5,2000,151164.372534604,2,2.0,1,4.0,1512,2980
1502,Área Residencial de Vilas Flutuantes,Somerset,2,5,2003,151133.706960953,2,2.0,1,3.0,1080,2403
1503,Área Residencial de Vilas Flutuantes,Somerset,1,5,2010,156214.042540726,1,3.0,1,3.0,1418,12853
1504,Área Residencial de Vilas Flutuantes,Somerset,2,5,2000,171992.760735142,3,2.0,1,4.0,1848,7379
1505,Área Residencial de Vilas Flutuantes,Somerset,1,5,2002,173214.912549738,3,2.0,1,3.0,1492,8000
1506,Densidade Residencial Baixa,Northwest Ames,1,6,1967,192429.187345783,4,2.0,1,3.0,1829,10456
1507,Densidade Residencial Baixa,Northwest Ames,2,5,1993,190878.69508543,4,2.0,1,4.0,2495,10791
1508,Densidade Residencial Baixa,Northwest Ames,2,5,1978,194542.544135519,3,2.0,1,4.0,1891,18837
1509,Densidade Residencial Baixa,Northwest Ames,2,6,1971,191849.439072822,4,2.0,1,3.0,1645,9600
1510,Densidade Residencial Baixa,NAmes,1,5,1966,176363.773907793,3,2.0,1,3.0,1232,9600
1511,Densidade Residencial Baixa,NAmes,1,5,1966,176954.185412429,3,2.0,1,2.0,1209,9900
1512,Densidade Residencial Baixa,NAmes,1,6,1967,176521.216975696,3,2.0,1,3.0,1510,9680
1513,Densidade Residencial Baixa,NAmes,2,5,1964,179436.704810176,3,2.0,1,2.0,1775,10600
1514,Densidade Residencial Baixa,NAmes,1,6,1962,220079.756777048,6,0.0,2,4.0,1728,13260
1515,Densidade Residencial Baixa,NAmes,2,7,1952,175502.918109444,3,2.0,1,2.0,2461,9724
1516,Densidade Residencial Baixa,NAmes,2,6,1949,188321.073833569,3,2.0,1,2.0,1556,17360
1517,Densidade Residencial Baixa,NAmes,2,8,1966,163276.324450004,2,1.0,1,2.0,1128,11380
1518,Densidade Residencial Baixa,NAmes,1,5,1958,185911.366293097,4,2.0,2,2.0,1604,8267
1519,Densidade Residencial Baixa,NAmes,1,5,2003,171392.830997252,3,2.0,1,3.0,1480,8197
1520,Densidade Residencial Baixa,NAmes,1,5,1959,174418.207020775,3,1.0,1,2.0,1143,8050
1521,Densidade Residencial Baixa,NAmes,1,5,1959,179682.709603774,3,1.0,1,1.0,1206,10725
1522,Densidade Residencial Baixa,NAmes,1,5,1959,179423.751581665,3,2.0,1,3.0,1580,10032
1523,Densidade Residencial Baixa,NAmes,2,5,1956,171756.918091777,3,1.0,1,1.0,1337,8382
1524,Densidade Residencial Baixa,NAmes,1,7,1952,166849.638174419,2,1.0,1,2.0,1064,10950
1525,Densidade Residencial Baixa,NAmes,1,6,1955,181122.168676666,3,1.0,1,1.0,972,10895
1526,Densidade Residencial Baixa,NAmes,1,5,1958,170934.462746566,2,1.0,1,2.0,988,13587
1527,Densidade Residencial Baixa,NAmes,1,7,1920,159738.292580329,2,2.0,1,2.0,985,7898
1528,Densidade Residencial Baixa,NAmes,2,8,1948,174445.759557658,3,1.0,1,2.0,1224,8064
1529,Densidade Residencial Baixa,NAmes,1,6,1960,174706.363659627,3,2.0,1,2.0,1175,7635
1530,Densidade Residencial Baixa,NAmes,1,7,1963,164507.672539365,2,2.0,1,2.0,1395,9760
1531,Densidade Residencial Média,Old Town,2,5,1900,163602.512172832,3,1.0,1,2.0,1844,4800
1532,Densidade Residencial Média,Old Town,1,7,1920,154126.270249525,2,0.0,1,2.0,936,4485
1533,Densidade Residencial Média,Old Town,1,7,1957,171104.853481351,3,2.0,1,3.0,1347,5805
1534,Densidade Residencial Média,Old Town,2,7,1938,167735.39270528,3,1.0,1,1.0,1251,6900
1535,Densidade Residencial Média,Old Town,2,7,1948,183003.613338104,3,1.0,1,1.0,1633,11851
1536,Densidade Residencial Média,Old Town,2,6,1920,172580.381161499,3,1.0,1,1.0,1245,8239
1537,Densidade Residencial Média,Old Town,1,2,1923,165407.889104689,2,2.0,1,1.0,832,9656
1538,Densidade Residencial Média,Old Town,2,9,1900,176363.773907793,3,1.0,1,2.0,1566,9600
1539,Densidade Residencial Média,Old Town,2,9,1890,175182.950898522,3,2.0,1,3.0,2268,9000
1540,Densidade Residencial Média,Old Town,2,3,1910,190757.177789246,4,0.0,2,2.0,2256,9045
1541,Densidade Residencial Média,Old Town,2,7,1922,167186.995771991,2,2.0,1,2.0,1470,10560
1542,Densidade Residencial Média,Brookside,2,6,1950,167839.376779276,3,1.0,1,2.0,1612,5830
1543,Densidade Residencial Baixa,Brookside,2,7,1922,173912.421165137,3,1.0,1,2.0,2068,7793
1544,Densidade Residencial Média,Brookside,1,7,1925,154034.917445551,2,1.0,1,2.0,765,5000
1545,Densidade Residencial Média,Brookside,2,7,1939,156002.955794336,2,1.0,1,2.0,1132,6000
1546,Densidade Residencial Média,Brookside,2,6,1940,168173.94329857,3,2.0,1,3.0,1196,6000
1547,Densidade Residencial Média,Brookside,2,6,1942,168882.437104132,3,1.0,1,2.0,1453,6360
1548,Densidade Residencial Média,Brookside,2,7,1948,168173.94329857,3,1.0,1,2.0,1416,6000
1549,Densidade Residencial Média,Brookside,2,7,1936,157580.177551642,2,2.0,1,1.0,1040,6240
1550,Densidade Residencial Média,Brookside,2,5,1930,181922.15256011,4,2.0,1,2.0,1536,6240
1551,Densidade Residencial Média,Old Town,1,5,1923,155134.227842592,2,1.0,1,2.0,1068,6120
1552,Densidade Residencial Média,Old Town,2,5,1915,188885.573319552,4,2.0,1,2.0,1962,8094
1553,Densidade Residencial Média,Old Town,2,8,1912,183963.193012381,3,0.0,1,2.0,1560,12900
1554,Densidade Residencial Média,Old Town,2,8,1920,161298.762306335,3,1.0,1,2.0,1324,3068
1555,Densidade Residencial Baixa,Clear Creek,1,5,1959,188613.66763056,3,1.0,1,2.0,1675,15263
1556,Densidade Residencial Baixa,Clear Creek,2,3,1917,175080.111822945,3,1.0,1,2.0,1224,10632
1557,Densidade Residencial Baixa,South & West of Iowa State University,2,4,1915,174744.400305232,3,0.0,1,2.0,1392,9900
1558,Densidade Residencial Baixa,South & West of Iowa State University,2,5,1940,168175.911336919,3,1.0,1,1.0,919,6001
1559,C (all),South & West of Iowa State University,2,1,1907,182333.472575006,4,0.0,1,2.0,1884,6449
1560,Densidade Residencial Alta,South & West of Iowa State University,2,7,1910,158307.206742274,2,2.0,2,3.0,1680,6048
1561,Densidade Residencial Baixa,Sawyer,1,3,1967,193053.055502348,4,0.0,2,4.0,1832,10773
1562,Densidade Residencial Baixa,Sawyer,1,7,1966,175031.089987177,3,1.0,1,2.0,892,7800
1563,Densidade Residencial Baixa,Sawyer,1,5,1968,160713.294602908,2,1.0,1,2.0,864,7832
1564,Densidade Residencial Baixa,Sawyer,2,5,1978,173186.215014436,3,2.0,1,2.0,1373,7424
1565,Densidade Residencial Baixa,Sawyer,2,5,1968,191736.7598055,4,2.0,1,2.0,1440,11227
1566,Densidade Residencial Baixa,Clear Creek,1,7,1977,170401.630997116,1,2.0,1,3.0,1483,20062
1567,Densidade Residencial Baixa,Sawyer,1,4,1927,164626.577880222,2,2.0,1,1.0,756,9259
1568,Densidade Residencial Baixa,Clear Creek,2,5,1978,205469.409444832,4,2.0,1,4.0,1981,17082
1569,Densidade Residencial Baixa,Edwards,2,4,1938,209561.784211885,4,1.0,1,3.0,1610,18600
1570,Densidade Residencial Baixa,Edwards,1,7,1950,182271.503072356,3,1.0,1,2.0,1074,11479
1571,Densidade Residencial Baixa,Edwards,2,6,1947,178081.549427793,3,1.0,1,1.0,1531,9350
1572,Densidade Residencial Baixa,Edwards,1,7,1954,178425.956138831,3,1.0,1,2.0,1172,9525
1573,Densidade Residencial Baixa,Edwards,1,5,2009,162015.318511503,1,2.0,1,2.0,1508,17485
1574,Densidade Residencial Baixa,Edwards,1,3,1964,181722.420373045,3,2.0,1,2.0,1298,11200
1575,Densidade Residencial Baixa,Sawyer West,1,5,1987,156705.730169433,1,2.0,1,3.0,1433,11980
1576,Densidade Residencial Baixa,Sawyer West,2,7,1993,182902.420342386,3,4.0,1,4.0,1802,12361
1577,Densidade Residencial Baixa,College Creek,1,5,2010,157574.595395085,2,2.0,1,2.0,1222,7360
1578,Densidade Residencial Baixa,Sawyer West,2,8,1900,184380.739100813,3,2.0,1,2.0,1445,14235
1579,Densidade Residencial Baixa,College Creek,2,5,1996,169364.469225677,2,2.0,1,2.0,965,11105
1580,Densidade Residencial Baixa,College Creek,2,5,1997,175846.179822063,3,2.0,1,3.0,1692,9337
1581,Densidade Residencial Baixa,College Creek,1,8,1977,189673.295302136,3,1.0,1,3.0,1026,15240
1582,Densidade Residencial Baixa,College Creek,1,6,1972,174401.317715566,3,2.0,1,2.0,876,7480
1583,Densidade Residencial Baixa,College Creek,1,5,2003,179021.448718583,3,3.0,1,4.0,1978,10389
1584,Densidade Residencial Baixa,College Creek,2,5,1997,189196.845337149,4,2.0,1,3.0,2098,9375
1585,Densidade Residencial Média,College Creek,1,5,2003,139647.095720655,1,2.0,1,2.0,848,4435
1586,Densidade Residencial Baixa,Edwards,1,6,1945,161468.198288911,2,1.0,1,1.0,640,8777
1587,Densidade Residencial Baixa,Edwards,1,6,1954,171557.32317862,3,1.0,1,1.0,992,8842
1588,Densidade Residencial Baixa,Edwards,1,6,1968,179447.36804185,3,1.0,1,2.0,1196,10044
1589,Densidade Residencial Baixa,Edwards,2,5,1948,169611.619017694,2,2.0,1,1.0,1120,11792
1590,Densidade Residencial Baixa,Edwards,2,6,1975,172088.872655744,3,1.0,1,2.0,1096,6305
1591,Densidade Residencial Baixa,Edwards,1,5,1958,171190.624128768,3,0.0,1,1.0,960,6410
1592,Densidade Residencial Baixa,South & West of Iowa State University,1,6,1924,154850.508361878,2,1.0,1,2.0,1296,4853
1593,Densidade Residencial Baixa,South & West of Iowa State University,1,6,1939,158617.655719941,2,2.0,1,2.0,856,7890
1594,Densidade Residencial Alta,South & West of Iowa State University,2,6,1967,209258.33693701,6,0.0,2,3.0,2650,7200
1595,Densidade Residencial Baixa,South & West of Iowa State University,2,2,1931,177939.027626751,3,0.0,1,2.0,1666,9839
1596,Densidade Residencial Baixa,Crawford,2,6,1941,194631.100299584,4,1.0,1,3.0,2133,10452
1597,Densidade Residencial Baixa,Crawford,2,6,1950,213618.871562568,5,2.0,2,3.0,2177,15600
1598,Densidade Residencial Baixa,Crawford,2,6,1994,198342.504228533,3,2.0,1,4.0,1652,19645
1599,Densidade Residencial Média,Bluestem,1,6,1989,138607.971472497,1,2.0,1,2.0,1034,3907
1600,Densidade Residencial Média,Bluestem,1,5,1989,150778.958976731,2,2.0,1,2.0,1191,3907
1601,Densidade Residencial Média,Iowa DOT and Rail Road,1,5,1941,146966.230339786,1,1.0,1,1.0,540,8154
1602,Densidade Residencial Média,Iowa DOT and Rail Road,2,5,1921,162182.59620952,2,1.0,1,1.0,1107,9140
1603,C (all),Iowa DOT and Rail Road,1,7,1896,176825.940961269,3,1.0,1,1.0,952,8712
1604,Densidade Residencial Média,Crawford,1,5,2004,152799.812402444,2,2.0,1,4.0,1646,3811
1605,Densidade Residencial Baixa,Mitchell,2,5,1998,180322.322067129,3,3.0,1,4.0,1916,11050
1606,Densidade Residencial Baixa,Mitchell,2,7,1977,177508.027228367,3,2.0,1,3.0,1285,9620
1607,Densidade Residencial Baixa,Mitchell,1,5,1976,208029.642652019,5,2.0,2,3.0,2048,12760
1608,Densidade Residencial Baixa,Timberland,1,5,2008,181987.282510201,3,3.0,1,3.0,1346,11896
1609,Densidade Residencial Baixa,Timberland,1,5,2009,160172.72797397,2,2.0,1,2.0,1214,9803
1610,Densidade Residencial Baixa,Timberland,2,5,2006,176761.317654248,3,2.0,1,3.0,1444,9802
1611,Densidade Residencial Baixa,Mitchell,1,5,1965,176515.497545231,2,2.0,1,2.0,1264,15300
1612,Densidade Residencial Baixa,Mitchell,1,5,2004,176270.453065471,3,2.0,1,2.0,1430,10114
1613,Densidade Residencial Baixa,Mitchell,1,5,1999,183050.846258475,3,2.0,1,2.0,1344,11875
1614,Densidade Residencial Média,Meadow Village,1,6,1973,150011.102062216,2,1.0,1,3.0,945,2394
1615,Densidade Residencial Média,Meadow Village,2,7,1970,159270.537808667,3,0.0,1,2.0,1092,1476
1616,Densidade Residencial Média,Meadow Village,2,4,1970,163419.663729346,3,0.0,1,2.0,1092,1900
1617,Densidade Residencial Média,Meadow Village,2,6,1972,163399.983345859,3,1.0,1,2.0,1092,1890
1618,Densidade Residencial Baixa,Mitchell,1,7,1971,173364.161505756,3,1.0,1,1.0,874,6953
1619,Densidade Residencial Baixa,Mitchell,1,7,1984,169556.835902417,2,2.0,1,2.0,833,12887
1620,Densidade Residencial Baixa,Mitchell,2,2,1985,183690.595995738,4,2.0,2,6.0,2432,7700
1621,Densidade Residencial Baixa,Mitchell,2,5,1991,176980.914909382,3,2.0,1,2.0,1274,10475
1622,Densidade Residencial Baixa,Mitchell,2,5,1969,204773.36222471,5,1.0,1,2.0,1479,10544
1623,Densidade Residencial Baixa,Mitchell,1,5,1994,174728.655998442,3,2.0,1,5.0,1803,9892
1624,Densidade Residencial Baixa,Mitchell,2,5,1993,181873.458244461,3,2.0,1,4.0,1797,12961
1625,Densidade Residencial Baixa,NAmes,1,5,1956,177322.000823979,2,1.0,1,1.0,882,13008
1626,Densidade Residencial Baixa,NAmes,1,5,1974,193927.939041863,4,2.0,1,3.0,1434,10200
1627,Densidade Residencial Baixa,Gilbert,2,5,1997,181715.622732304,3,2.0,1,3.0,1608,10179
1628,Densidade Residencial Baixa,Gilbert,2,5,2003,199270.841200324,4,3.0,1,3.0,2283,11792
1629,Densidade Residencial Baixa,Gilbert,2,5,1996,177109.589956218,3,2.0,1,3.0,1628,8400
1630,Densidade Residencial Baixa,Stone Brook,1,5,2004,153909.578271486,1,2.0,1,3.0,2522,7296
1631,Densidade Residencial Baixa,Stone Brook,1,5,1998,162931.203336223,2,2.0,1,3.0,1478,7380
1632,Densidade Residencial Baixa,Stone Brook,1,5,1995,166386.7567182,2,2.0,1,3.0,1734,8013
1633,Densidade Residencial Baixa,Gilbert,2,5,1998,173719.30379824,3,2.0,1,3.0,1382,8923
1634,Densidade Residencial Baixa,Gilbert,2,5,1998,179757.925656704,3,2.0,1,4.0,1636,7500
1635,Densidade Residencial Baixa,Gilbert,2,5,1994,179007.601964376,3,2.0,1,4.0,1516,8803
1636,Densidade Residencial Baixa,Gilbert,1,5,1993,180370.808623106,3,2.0,1,2.0,1190,7250
1637,Densidade Residencial Baixa,Gilbert,2,6,1977,185102.616730563,3,2.0,1,4.0,1934,11900
1638,Densidade Residencial Baixa,Northwest Ames,2,6,1978,198825.563452058,4,2.0,1,3.0,2050,13250
1639,Densidade Residencial Baixa,Northwest Ames,1,6,1978,184294.576009142,3,2.0,1,2.0,1671,10928
1640,Densidade Residencial Baixa,Northwest Ames,2,7,1980,200443.7920562,4,2.0,1,3.0,2673,12388
1641,Densidade Residencial Baixa,Northwest Ames,1,5,1978,181294.784484153,3,2.0,1,2.0,1707,11088
1642,Área Residencial de Vilas Flutuantes,Somerset,2,5,2003,174354.336267919,3,2.0,1,4.0,1884,7000
1643,Área Residencial de Vilas Flutuantes,Somerset,2,5,2000,172023.677781517,3,2.0,1,3.0,1874,7500
1644,Área Residencial de Vilas Flutuantes,Somerset,2,5,2002,181666.922855025,3,2.0,1,3.0,1811,8470
1645,Densidade Residencial Baixa,Northwest Ames,1,7,1975,179024.491269586,3,2.0,1,3.0,1621,9373
1646,Densidade Residencial Baixa,Northwest Ames,1,6,1974,178324.191575907,3,2.0,1,3.0,1116,10140
1647,Densidade Residencial Baixa,Northwest Ames,1,5,1975,184534.676687694,3,2.0,1,2.0,1193,11050
1648,Densidade Residencial Baixa,NAmes,1,5,1970,159397.250378784,2,2.0,1,2.0,1180,7830
1649,Densidade Residencial Baixa,NAmes,1,7,1971,178430.966728182,3,1.0,1,3.0,1050,8510
1650,Densidade Residencial Baixa,NAmes,1,6,1970,177743.799385967,3,2.0,1,2.0,864,7038
1651,Densidade Residencial Baixa,NAmes,1,7,1971,179395.305519087,3,2.0,1,1.0,864,9000
1652,Densidade Residencial Média,Briardale,2,5,1973,151713.38474815,2,1.0,1,3.0,987,1680
1653,Densidade Residencial Média,Briardale,2,6,1972,151713.38474815,2,1.0,1,3.0,987,1680
1654,Densidade Residencial Baixa,Northpark Villa,2,5,1976,168434.977996215,3,2.0,1,3.0,1548,2308
1655,Densidade Residencial Baixa,Northpark Villa,1,5,1975,153999.100311019,2,2.0,1,3.0,1055,2280
1656,Densidade Residencial Baixa,Northpark Villa,2,5,1977,164096.097354123,3,2.0,1,3.0,1456,2349
1657,Densidade Residencial Baixa,Northpark Villa,2,5,1978,166335.403036551,3,2.0,1,4.0,1548,2364
1658,Densidade Residencial Baixa,Northpark Villa,2,5,1978,163020.725375757,3,2.0,1,3.0,1456,2364
1659,Densidade Residencial Baixa,Northpark Villa,1,6,1976,155862.510668829,2,1.0,1,2.0,836,2104
1660,Densidade Residencial Baixa,NAmes,1,7,1966,182760.651095509,3,2.0,1,2.0,1120,10710
1661,Densidade Residencial Baixa,Northridge Heights,2,5,2007,201912.270622883,4,3.0,1,5.0,2772,14257
1662,Densidade Residencial Baixa,Northridge Heights,2,5,2009,185988.233987516,3,3.0,1,4.0,2690,12350
1663,Densidade Residencial Baixa,Northridge Heights,1,5,2008,183778.44888032,3,3.0,1,3.0,2020,12350
1664,Densidade Residencial Baixa,Northridge Heights,1,5,2007,170935.85921771,2,3.0,1,5.0,2674,13693
1665,Densidade Residencial Baixa,Northridge Heights,1,5,2008,184468.908382254,3,3.0,1,2.0,1736,11578
1666,Densidade Residencial Baixa,Northridge Heights,1,5,2004,191569.089663229,3,3.0,1,3.0,1782,16870
1667,Densidade Residencial Baixa,Northridge Heights,2,5,2007,232991.025583822,5,3.0,1,4.0,2520,23303
1668,Densidade Residencial Baixa,Northridge Heights,1,5,2008,180980.721388278,3,3.0,1,3.0,1743,10367
1669,Densidade Residencial Baixa,Northridge Heights,1,5,2006,164279.13048219,2,3.0,1,3.0,1531,10872
1670,Densidade Residencial Baixa,Northridge Heights,1,5,2008,183859.460411109,3,3.0,1,3.0,1808,13514
1671,Densidade Residencial Baixa,Northridge Heights,1,5,2003,185922.465682076,3,2.0,1,3.0,1760,12878
1672,Densidade Residencial Baixa,Northridge Heights,1,5,2003,191742.778119363,3,3.0,1,4.0,2452,15274
1673,Densidade Residencial Baixa,Northridge Heights,2,5,2003,199954.072465842,4,3.0,1,4.0,2400,13262
1674,Densidade Residencial Baixa,Northridge Heights,1,5,2006,180690.274752587,3,3.0,1,2.0,1606,9658
1675,Densidade Residencial Baixa,Northridge Heights,1,5,2005,163099.3096358,2,2.0,1,2.0,1358,6904
1676,Densidade Residencial Baixa,Northridge Heights,1,5,2005,140791.922472443,1,2.0,1,3.0,1306,5122
1677,Densidade Residencial Baixa,Northridge Heights,1,5,2007,166481.86647592,2,2.0,1,3.0,1358,10307
1678,Densidade Residencial Baixa,Northridge Heights,1,5,2004,172080.434496773,2,3.0,1,4.0,2492,14836
1679,Densidade Residencial Baixa,Northridge Heights,1,5,2003,191719.161659178,3,3.0,1,4.0,2200,15262
1680,Densidade Residencial Baixa,Northridge Heights,1,5,2008,160741.098612515,2,2.0,1,3.0,1884,7390
1681,Densidade Residencial Baixa,Northridge Heights,1,5,2008,157829.546854733,2,2.0,1,2.0,1456,6472
1682,Densidade Residencial Baixa,Northridge Heights,1,5,2002,196896.748596341,3,3.0,1,3.0,1712,16770
1683,Densidade Residencial Baixa,Northridge Heights,1,5,2003,159675.423990355,2,2.0,1,2.0,1405,3480
1684,Densidade Residencial Baixa,Gilbert,2,5,2005,182084.790901946,3,2.0,1,3.0,1456,10928
1685,Densidade Residencial Baixa,Gilbert,2,5,2005,179233.926374487,3,2.0,1,3.0,1490,8918
1686,Densidade Residencial Baixa,Bloomington Heights,1,5,2005,155774.270901623,2,2.0,1,2.0,1220,3182
1687,Densidade Residencial Baixa,Gilbert,2,5,2004,181354.326716058,3,2.0,1,3.0,1374,9434
1688,Densidade Residencial Baixa,Gilbert,2,5,2004,179605.563663918,3,2.0,1,3.0,1630,7984
1689,Densidade Residencial Baixa,Gilbert,2,5,2004,181609.34866147,3,2.0,1,3.0,1594,10125
1690,Densidade Residencial Baixa,Gilbert,2,5,2003,178221.531623281,3,2.0,1,4.0,1489,8965
1691,Densidade Residencial Baixa,Gilbert,2,5,2003,175559.920735795,3,2.0,1,4.0,1342,8174
1692,Densidade Residencial Baixa,Gilbert,2,5,2002,200328.822792041,4,3.0,1,4.0,2004,12891
1693,Densidade Residencial Baixa,Gilbert,2,5,2004,178630.060559899,3,2.0,1,3.0,1374,9734
1694,Densidade Residencial Baixa,Gilbert,2,5,2000,177174.535221728,3,2.0,1,4.0,1514,8433
1695,Densidade Residencial Baixa,Gilbert,2,5,1999,172515.687368714,3,2.0,1,3.0,1430,7750
1696,Densidade Residencial Baixa,Gilbert,2,5,1999,204032.992922943,4,3.0,1,4.0,2312,15896
1697,Densidade Residencial Baixa,Gilbert,2,6,1999,176023.232787689,3,2.0,1,3.0,1430,7848
1698,Densidade Residencial Baixa,Northridge,2,5,2000,202202.073341595,4,3.0,1,4.0,2687,12720
1699,Densidade Residencial Baixa,Northridge,1,5,1994,181734.480075862,3,3.0,1,3.0,2063,10750
1700,Densidade Residencial Baixa,Northridge,2,5,1995,183982.158993126,3,2.0,1,4.0,2061,9085
1701,Densidade Residencial Baixa,Northridge,2,5,1993,188007.94241481,3,2.0,1,4.0,2232,11692
1702,Densidade Residencial Baixa,Somerset,1,5,2008,185922.966763517,3,3.0,1,2.0,1696,11194
1703,Densidade Residencial Baixa,Somerset,1,5,2008,183978.544874918,3,3.0,1,3.0,1658,10206
1704,Densidade Residencial Baixa,Somerset,1,5,2007,177199.618638821,3,3.0,1,3.0,1702,10130
1705,Densidade Residencial Baixa,Somerset,1,5,2006,181878.647956764,3,2.0,1,2.0,1432,9139
1706,Densidade Residencial Baixa,Somerset,1,5,2005,173622.088728263,2,3.0,1,3.0,2490,11128
1707,Área Residencial de Vilas Flutuantes,Somerset,1,5,2008,180728.168562655,3,2.0,1,2.0,1436,7993
1708,Área Residencial de Vilas Flutuantes,Somerset,1,5,2008,176477.026606328,3,2.0,1,2.0,1402,8640
1709,Área Residencial de Vilas Flutuantes,Somerset,1,5,2007,184282.266697609,3,3.0,1,2.0,1530,12606
1710,Área Residencial de Vilas Flutuantes,Somerset,1,5,2006,162062.47538448,2,2.0,1,2.0,1448,7500
1711,Área Residencial de Vilas Flutuantes,Somerset,2,5,2006,182550.070992189,3,3.0,1,4.0,1795,10603
1712,Área Residencial de Vilas Flutuantes,Somerset,1,5,2008,180987.949624695,3,2.0,1,2.0,1836,8125
1713,Área Residencial de Vilas Flutuantes,Somerset,1,5,2006,178173.79762147,3,3.0,1,3.0,1662,10625
1714,Área Residencial de Vilas Flutuantes,Somerset,1,5,2003,179980.635948606,3,2.0,1,3.0,1553,8736
1715,Área Residencial de Vilas Flutuantes,Somerset,2,5,2003,173257.637826205,3,2.0,1,4.0,1653,8127
1716,Densidade Residencial Baixa,Sawyer West,1,6,2007,177271.291059307,3,2.0,1,2.0,1218,9605
1717,Densidade Residencial Baixa,Sawyer West,1,5,2006,175338.355442312,3,2.0,1,3.0,1141,7500
1718,Densidade Residencial Baixa,Sawyer West,1,5,2004,177548.140549508,3,0.0,1,2.0,1158,7500
1719,Densidade Residencial Baixa,Sawyer West,2,5,2004,175969.91662932,3,2.0,1,3.0,1812,10628
1720,Densidade Residencial Baixa,Sawyer West,1,5,2004,175011.481953462,3,3.0,1,2.0,1512,10141
1721,Densidade Residencial Baixa,Sawyer West,1,5,2004,185199.372568143,3,2.0,1,2.0,1114,13072
1722,Densidade Residencial Baixa,Sawyer West,1,5,2004,188514.050228937,3,0.0,1,2.0,1114,13072
1723,Densidade Residencial Baixa,Sawyer West,1,5,2003,185080.145268797,3,2.0,1,3.0,1114,12450
